Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Internal Stds_neg,180821_Smp_MS11C2175m_A,"Isethionic Acid, 13C2",7.07,38494124,0,1470748,-8.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_B,"Isethionic Acid, 13C2",7.91,17332148,0,1395055,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_C,"Isethionic Acid, 13C2",7.49,26242202,0,1073674,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_A,"Isethionic Acid, 13C2",7.03,37214100,0,1251948,-8.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_B,"Isethionic Acid, 13C2",7.82,10870212,0,455282,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_C,"Isethionic Acid, 13C2",6.87,51548884,0,1593320,-8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_A,"Isethionic Acid, 13C2",6.99,47365640,0,3143022,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_B,"Isethionic Acid, 13C2",6.63,58350472,0,2012930,-7.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_C,"Isethionic Acid, 13C2",7.08,36249392,0,1273941,-8.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_A,"Isethionic Acid, 13C2",7.8,12929792,0,518934,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_B,"Isethionic Acid, 13C2",6.86,60933196,0,2011333,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_C,"Isethionic Acid, 13C2",7.48,29309150,0,1719478,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_A,"Isethionic Acid, 13C2",7.8,12441853,0,448697,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_B,"Isethionic Acid, 13C2",7.02,33223462,0,1100822,-8.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_C,"Isethionic Acid, 13C2",7.05,32833878,0,1051653,-8.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_A,"Isethionic Acid, 13C2",7.79,13350559,0,807545,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_B,"Isethionic Acid, 13C2",7.73,19044530,0,1218241,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_C,"Isethionic Acid, 13C2",7.57,47294128,0,2512502,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_A,"Isethionic Acid, 13C2",7.69,21422958,0,1116547,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_B,"Isethionic Acid, 13C2",7.51,25038490,0,1008416,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_C,"Isethionic Acid, 13C2",7.5,27802208,0,1339363,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_A,"Isethionic Acid, 13C2",7.07,38452540,0,1381558,-8.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_B,"Isethionic Acid, 13C2",7.86,12285542,0,611824,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_C,"Isethionic Acid, 13C2",7.04,39953404,0,1340821,-8.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_A,"Isethionic Acid, 13C2",6.42,59599312,0,1922138,-8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_B,"Isethionic Acid, 13C2",7.53,26546634,0,1037966,-7.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_C,"Isethionic Acid, 13C2",7.53,30145634,0,1689242,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_A,"Isethionic Acid, 13C2",7.51,28056026,0,1541143,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_B,"Isethionic Acid, 13C2",7.05,55657804,0,3983151,-7.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_C,"Isethionic Acid, 13C2",7.73,14115513,0,548892,-7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_A,"Isethionic Acid, 13C2",7.79,13257874,0,515290,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_B,"Isethionic Acid, 13C2",6.72,60129580,0,3254244,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_C,"Isethionic Acid, 13C2",7.49,49011352,0,1498708,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_A,"Isethionic Acid, 13C2",7.81,16796970,0,620190,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_B,"Isethionic Acid, 13C2",6.83,57188668,0,1636005,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_C,"Isethionic Acid, 13C2",6.26,57133676,0,1844438,-7.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_A,"Isethionic Acid, 13C2",7.75,14396048,0,542242,-6.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_B,"Isethionic Acid, 13C2",7.69,20718554,0,862123,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_C,"Isethionic Acid, 13C2",7.07,40191896,0,1431949,-8.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_A,"Isethionic Acid, 13C2",7.68,18248300,0,811176,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_B,"Isethionic Acid, 13C2",7.77,11838692,0,501395,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_C,"Isethionic Acid, 13C2",7.53,26423022,0,1411033,-7.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_A,"Isethionic Acid, 13C2",7.03,42133292,0,1536964,-8.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_B,"Isethionic Acid, 13C2",7.76,19619000,0,822172,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_C,"Isethionic Acid, 13C2",7.56,24173426,0,911900,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_A,"Isethionic Acid, 13C2",7.76,15764482,0,602604,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_B,"Isethionic Acid, 13C2",7.5,49779016,0,2273417,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_C,"Isethionic Acid, 13C2",6.23,60751496,0,1807277,-7.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_A,"Isethionic Acid, 13C2",7.17,36426404,0,2066676,-8.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_B,"Isethionic Acid, 13C2",7.79,14907971,0,566167,-7.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_C,"Isethionic Acid, 13C2",6.68,59493968,0,2493234,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_A,"Isethionic Acid, 13C2",7.86,18892438,0,1684474,-7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_B,"Isethionic Acid, 13C2",7.57,26743506,0,1394069,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_C,"Isethionic Acid, 13C2",7.05,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_A,"Isethionic Acid, 13C2",6.25,56335800,0,1668580,-7.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_B,"Isethionic Acid, 13C2",6.85,56267008,0,2032367,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_C,"Isethionic Acid, 13C2",7.81,17266272,0,621589,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_A,"Isethionic Acid, 13C2",7.8,17133502,0,1106383,-6.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_B,"Isethionic Acid, 13C2",7.72,15547517,0,705717,-7.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_C,"Isethionic Acid, 13C2",7.09,41203328,0,1262978,-8.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_A,"Isethionic Acid, 13C2",7.56,26951300,0,1693167,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_B,"Isethionic Acid, 13C2",7.87,15406405,0,621061,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_C,"Isethionic Acid, 13C2",7.56,25519430,0,1220477,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_A,"Isethionic Acid, 13C2",7.54,23150510,0,1115413,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_B,"Isethionic Acid, 13C2",7.71,19284142,0,734677,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_C,"Isethionic Acid, 13C2",7.83,18948626,0,1387368,-6.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_A,"Isethionic Acid, 13C2",7.54,27212944,0,1609563,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_B,"Isethionic Acid, 13C2",7.57,24003428,0,1259168,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_C,"Isethionic Acid, 13C2",7,35389504,0,1068581,-8.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_A,"Isethionic Acid, 13C2",7.53,25132590,0,1035822,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_B,"Isethionic Acid, 13C2",7.69,15917577,0,678839,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_C,"Isethionic Acid, 13C2",6.64,57486216,0,2402681,-8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_A,"Isethionic Acid, 13C2",6.63,57419252,0,2147008,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_B,"Isethionic Acid, 13C2",6.87,52767872,0,1624354,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_C,"Isethionic Acid, 13C2",6.67,60879616,0,2319020,-7.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_A,"Isethionic Acid, 13C2",6.23,52493756,0,1546410,-8.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_B,"Isethionic Acid, 13C2",6.91,54837776,0,4335938,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_C,"Isethionic Acid, 13C2",7.89,13278412,0,518729,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_A,"Isethionic Acid, 13C2",7.57,24019050,0,1309986,-7.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_B,"Isethionic Acid, 13C2",6.35,61275424,0,3219011,-8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_C,"Isethionic Acid, 13C2",7.77,17109308,0,1012165,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_A,"Isethionic Acid, 13C2",6.59,61565184,0,2226666,-8.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_B,"Isethionic Acid, 13C2",7.76,21295912,0,1430299,-7.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_C,"Isethionic Acid, 13C2",7.92,13114009,0,779153,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_A,"Isethionic Acid, 13C2",6.66,54508424,0,2376762,-8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_B,"Isethionic Acid, 13C2",7.74,19084914,0,659501,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_C,"Isethionic Acid, 13C2",6.66,57434880,0,1988070,-7.8,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_1,"L-Cysteic Acid, D3",12,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_2,"L-Cysteic Acid, D3",11.95,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_3,"L-Cysteic Acid, D3",11.98,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_1,"L-Cysteic Acid, D3",13.23,4662053,0,614614,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_2,"L-Cysteic Acid, D3",13.15,4710831,0,581755,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_3,"L-Cysteic Acid, D3",12.92,6457247,0,856899,-4,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_1,"L-Cysteic Acid, D3",12.01,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_2,"L-Cysteic Acid, D3",12,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_3,"L-Cysteic Acid, D3",12,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_1,"L-Cysteic Acid, D3",13.3,4928044,0,632067,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_2,"L-Cysteic Acid, D3",13.2,5418915,0,748695,-4.7,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_3,"L-Cysteic Acid, D3",12.92,8009976,0,1003542,-4.5,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_1,"L-Cysteic Acid, D3",13.28,4121410,0,545854,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_2,"L-Cysteic Acid, D3",13.1,4602671,0,678016,-4.7,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_3,"L-Cysteic Acid, D3",12.86,5632979,0,768243,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Blk_FilterBlank_1,"L-Cysteic Acid, D3",12.51,5333885,0,503359,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_1,"L-Cysteic Acid, D3",13.1,2503749,0,341049,-3,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_2,"L-Cysteic Acid, D3",13.01,2950896,0,371076,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_3,"L-Cysteic Acid, D3",12.71,5288090,0,555152,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_1,"L-Cysteic Acid, D3",13.44,2365069,0,279877,-2.8,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_2,"L-Cysteic Acid, D3",13.28,2938111,0,426475,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_3,"L-Cysteic Acid, D3",12.99,4430784,0,573446,-4.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full1,"L-Cysteic Acid, D3",13.36,3326682,0,478743,-3.2,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full2,"L-Cysteic Acid, D3",13.43,1996077,0,273050,-3.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full3,"L-Cysteic Acid, D3",13.34,2681555,0,351104,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full4,"L-Cysteic Acid, D3",13.25,2678440,0,393579,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full5,"L-Cysteic Acid, D3",13.06,3799575,0,488783,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full6,"L-Cysteic Acid, D3",12.97,4502074,0,564136,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half1,"L-Cysteic Acid, D3",13.25,1132403,0,194913,-2.6,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half2,"L-Cysteic Acid, D3",13.28,931928,0,172911,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half3,"L-Cysteic Acid, D3",13.25,1027486,0,157942,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half4,"L-Cysteic Acid, D3",13.16,1320779,0,239998,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half5,"L-Cysteic Acid, D3",12.95,1507164,0,251345,-2.9,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half6,"L-Cysteic Acid, D3",12.84,2335866,0,255113,-4,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_1,"L-Cysteic Acid, D3",13.46,2174343,0,342817,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_2,"L-Cysteic Acid, D3",13.43,2240877,0,288761,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_3,"L-Cysteic Acid, D3",13.31,2751710,0,354020,-2.8,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_4,"L-Cysteic Acid, D3",13.36,3013364,0,405440,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_5,"L-Cysteic Acid, D3",13.13,4320277,0,559181,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_6,"L-Cysteic Acid, D3",13.03,4787739,0,628319,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C215m_A,"L-Cysteic Acid, D3",13.54,2110349,0,285178,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C215m_B,"L-Cysteic Acid, D3",12.82,5607009,0,700049,-4.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C215m_C,"L-Cysteic Acid, D3",13.2,3252027,0,474818,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2175m_A,"L-Cysteic Acid, D3",12.77,4467100,0,606910,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2175m_B,"L-Cysteic Acid, D3",13.01,4675365,0,680838,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2175m_C,"L-Cysteic Acid, D3",13.37,2127252,0,303744,-3.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2DCM_A,"L-Cysteic Acid, D3",12.99,4667638,0,671380,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2DCM_B,"L-Cysteic Acid, D3",12.71,4826643,0,603891,-4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2DCM_C,"L-Cysteic Acid, D3",12.96,4357564,0,544364,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C215m_A,"L-Cysteic Acid, D3",13.29,5605643,0,769012,-2.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C215m_B,"L-Cysteic Acid, D3",13.37,2425856,16069,413303,-3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C215m_C,"L-Cysteic Acid, D3",13.32,2934296,0,415090,-3.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_A,"L-Cysteic Acid, D3",13.04,4333835,0,592088,-4.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_B,"L-Cysteic Acid, D3",13.34,2613283,0,348825,-3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_C,"L-Cysteic Acid, D3",13.24,3507221,0,420133,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_A,"L-Cysteic Acid, D3",13.04,3437292,0,456796,-4.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_B,"L-Cysteic Acid, D3",13.46,2149410,0,310236,-3.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_C,"L-Cysteic Acid, D3",12.97,4663633,0,586595,-4.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_A,"L-Cysteic Acid, D3",13.04,4387429,0,532002,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_B,"L-Cysteic Acid, D3",12.84,4734053,0,610929,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_C,"L-Cysteic Acid, D3",13.1,3549405,0,441085,-4.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_A,"L-Cysteic Acid, D3",13.39,2191548,0,286476,-3.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_B,"L-Cysteic Acid, D3",13.03,4447087,0,560931,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_C,"L-Cysteic Acid, D3",13.22,2985168,0,428094,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_A,"L-Cysteic Acid, D3",13.37,2394056,0,319908,-3.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_B,"L-Cysteic Acid, D3",13.05,3435234,0,424047,-4.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_C,"L-Cysteic Acid, D3",13.06,3848667,0,480423,-4.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_A,"L-Cysteic Acid, D3",13.4,2197670,0,310460,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_B,"L-Cysteic Acid, D3",13.32,2464165,0,355586,-2.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_C,"L-Cysteic Acid, D3",13.22,6334735,0,878814,-4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_A,"L-Cysteic Acid, D3",13.28,3200115,0,422371,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_B,"L-Cysteic Acid, D3",13.2,3002473,0,416733,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_C,"L-Cysteic Acid, D3",13.19,3038785,0,398027,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_A,"L-Cysteic Acid, D3",13.08,3613312,0,498276,-4.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_B,"L-Cysteic Acid, D3",13.4,2113859,0,275669,-4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_C,"L-Cysteic Acid, D3",13,3538310,0,522616,-4.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_A,"L-Cysteic Acid, D3",12.77,5198335,0,663456,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_B,"L-Cysteic Acid, D3",13.29,2967973,0,477668,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_C,"L-Cysteic Acid, D3",13.23,2794045,0,399126,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_A,"L-Cysteic Acid, D3",13.25,2948277,0,382781,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_B,"L-Cysteic Acid, D3",12.97,4181944,0,569096,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_C,"L-Cysteic Acid, D3",13.34,1990453,0,284285,-3.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_A,"L-Cysteic Acid, D3",13.4,2205406,0,306434,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_B,"L-Cysteic Acid, D3",12.87,4476949,0,554413,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_C,"L-Cysteic Acid, D3",13.36,6654242,0,870896,-3.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_A,"L-Cysteic Acid, D3",13.42,3456871,0,404514,-3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_B,"L-Cysteic Acid, D3",13,5476920,0,722994,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_C,"L-Cysteic Acid, D3",12.76,5210994,0,684425,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_A,"L-Cysteic Acid, D3",13.42,2114276,0,265226,-2.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_B,"L-Cysteic Acid, D3",13.34,2966566,0,417788,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_C,"L-Cysteic Acid, D3",13.02,3003419,0,407527,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_A,"L-Cysteic Acid, D3",13.34,2551277,0,384066,-3.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_B,"L-Cysteic Acid, D3",13.4,2380797,0,327693,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_C,"L-Cysteic Acid, D3",13.26,3044273,0,431398,-4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_A,"L-Cysteic Acid, D3",13.02,3671374,0,511690,-4.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_B,"L-Cysteic Acid, D3",13.4,2606511,0,346247,-3.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_C,"L-Cysteic Acid, D3",13.28,2442910,0,434914,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_A,"L-Cysteic Acid, D3",13.43,2193155,0,272645,-3.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_B,"L-Cysteic Acid, D3",13.19,6315885,0,855616,-4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_C,"L-Cysteic Acid, D3",12.75,4737049,0,628587,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_A,"L-Cysteic Acid, D3",13.07,4106414,0,550833,-4.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_B,"L-Cysteic Acid, D3",13.46,3471196,0,469563,-3.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_C,"L-Cysteic Acid, D3",12.88,4951448,0,644493,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_A,"L-Cysteic Acid, D3",13.29,2746398,0,371240,-3.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_B,"L-Cysteic Acid, D3",13.25,2996791,0,462801,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_C,"L-Cysteic Acid, D3",12.55,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_A,"L-Cysteic Acid, D3",12.81,4857473,0,675995,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_B,"L-Cysteic Acid, D3",13.03,4843801,0,649474,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_C,"L-Cysteic Acid, D3",13.46,3569883,0,447970,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_A,"L-Cysteic Acid, D3",13.42,2431580,0,314056,-3.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_B,"L-Cysteic Acid, D3",13.42,2327668,0,302436,-3.7,Internal Stds_neg
